UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
44027.75, 82.028812, 298.984386, 15.0861, 0.0000000, 0.0008249, 14.46, 531, 22, 87, 1
44027.75, 82.029371, 298.970125, 15.1316, -0.0003338, -0.0009747, 15.44, 387, 4, -142, 2
44027.75, 82.029930, 298.955865, 15.4411, -0.0010941, -0.0006108, 19.26, 559, 20, -371, 3
44027.75, 82.029024, 298.978984, 15.0094, 0.0000000, -0.0004072, 8.27, 144, 0, 0, 0
44028.00, 82.029132, 298.983712, 15.0374, -0.0015858, -0.0001140, 11.86, 541, 31, 67, 1
44028.00, 82.029698, 298.969368, 15.1297, -0.0001814, -0.0007336, 14.48, 388, 2, -163, 2
44028.00, 82.030263, 298.955025, 15.4549, -0.0001226, 0.0002424, 18.97, 538, 23, -393, 3
44028.00, 82.029297, 298.979539, 15.0093, 0.0000000, -0.0004904, 8.50, 152, 0, 0, 0
44028.25, 82.029459, 298.982893, 15.0045, -0.0002314, -0.0003237, 9.32, 566, 12, 45, 1
44028.25, 82.030023, 298.968603, 15.1621, 0.0007597, -0.0006051, 15.53, 382, 3, -184, 2
44028.25, 82.030587, 298.954313, 15.4423, 0.0005271, 0.0000000, 15.70, 522, 22, -414, 3
44028.25, 82.029569, 298.980097, 15.0149, 0.0002844, -0.0008968, 7.53, 159, 0, 0, 0
44028.50, 82.029786, 298.982060, 15.0085, 0.0002088, -0.0006345, 8.40, 570, 13, 23, 1
44028.50, 82.030345, 298.967921, 15.1951, 0.0007653, -0.0002471, 13.79, 368, 2, -204, 2
44028.50, 82.030904, 298.953782, 15.4975, 0.0013067, 0.0005875, 16.66, 515, 16, -431, 3
44028.50, 82.029842, 298.980657, 15.0206, 0.0005373, -0.0013045, 7.46, 172, 2, 0, 0
44028.75, 82.030113, 298.981256, 15.0247, 0.0000000, -0.0007975, 8.37, 565, 39, 1, 1
44028.75, 82.030666, 298.967349, 15.2119, 0.0000000, -0.0010001, 12.13, 357, 1, -223, 2
44028.75, 82.031219, 298.953441, 15.5087, -0.0013634, -0.0002590, 19.84, 509, 12, -446, 3
44028.75, 82.030115, 298.981218, 15.0220, 0.0004949, -0.0011488, 7.58, 195, 5, 0, 0
44029.00, 82.030445, 298.980321, 15.0342, 0.0000000, -0.0007518, 7.44, 583, 40, -23, 1
44029.00, 82.030986, 298.966774, 15.2338, 0.0009784, -0.0006440, 12.69, 340, 7, -241, 2
44029.00, 82.031526, 298.953227, 15.4629, -0.0008545, -0.0007730, 19.57, 501, 5, -458, 3
44029.00, 82.030387, 298.981783, 15.0204, 0.0000000, -0.0008132, 6.75, 245, 12, 0, 0
44029.25, 82.030771, 298.979557, 15.0482, 0.0004756, -0.0007255, 6.87, 625, 15, -45, 1
44029.25, 82.031301, 298.966373, 15.2563, 0.0000000, -0.0007978, 12.99, 321, 9, -257, 2
44029.25, 82.031830, 298.953188, 15.4210, -0.0015711, -0.0011666, 19.10, 490, 2, -468, 3
44029.25, 82.030659, 298.982351, 15.0119, 0.0002986, -0.0007126, 6.43, 333, 11, 0, 0
44029.50, 82.031094, 298.978916, 15.1209, 0.0040258, 0.0010320, 11.62, 627, 19, -64, 1
44029.50, 82.031614, 298.966132, 15.2417, -0.0009033, -0.0001293, 10.97, 311, 9, -270, 2
44029.50, 82.032134, 298.953347, 15.3745, -0.0005789, -0.0011304, 16.64, 488, 2, -475, 3
44029.50, 82.030932, 298.982920, 15.1195, 0.0060831, 0.0016606, 10.74, 356, 16, 0, 0
44029.75, 82.031409, 298.978470, 15.2384, 0.0029414, 0.0024244, 18.55, 634, 24, -81, 1
44029.75, 82.031915, 298.966065, 15.2289, -0.0006252, 0.0000000, 12.40, 307, 6, -280, 2
44029.75, 82.032421, 298.953659, 15.3458, -0.0006461, -0.0011951, 16.02, 480, 5, -480, 3
44029.75, 82.031204, 298.983497, 15.3606, 0.0048461, 0.0002683, 21.80, 334, 10, 0, 0
44030.00, 82.031710, 298.978404, 15.3144, -0.0021791, 0.0003096, 24.16, 627, 23, -91, 1
44030.00, 82.032210, 298.966268, 15.2073, -0.0015528, -0.0008031, 11.68, 313, 2, -287, 2
44030.00, 82.032711, 298.954133, 15.3045, -0.0007361, -0.0014473, 16.38, 479, 10, -482, 3
44030.00, 82.031476, 298.984077, 15.2862, -0.0062804, -0.0093906, 22.42, 301, 8, 0, 0
44030.25, 82.031998, 298.978656, 15.2833, -0.0023953, -0.0022729, 17.89, 599, 44, -97, 1
44030.25, 82.032498, 298.966670, 15.1656, -0.0008364, -0.0001116, 9.92, 287, 14, -290, 2
44030.25, 82.032998, 298.954684, 15.2455, -0.0013190, -0.0018864, 16.15, 482, 8, -483, 3
44030.25, 82.031747, 298.984663, 15.1025, -0.0034596, -0.0027865, 8.56, 272, 20, 0, 0
44030.50, 82.032263, 298.979457, 15.2851, 0.0034701, -0.0011870, 15.16, 595, 30, -93, 1
44030.50, 82.032770, 298.967438, 15.2333, 0.0016768, 0.0016692, 16.60, 305, 2, -287, 2
44030.50, 82.033277, 298.955420, 15.1867, -0.0011811, -0.0016937, 16.26, 488, 8, -481, 3
44030.50, 82.032019, 298.985254, 15.0677, 0.0018536, -0.0006298, 6.86, 270, 12, 0, 0
44030.75, 82.032523, 298.980380, 15.2569, -0.0017611, -0.0024623, 15.76, 594, 19, -88, 1
44030.75, 82.033036, 298.968337, 15.2617, -0.0004622, 0.0000000, 18.53, 314, 2, -283, 2
44030.75, 82.033549, 298.956293, 15.1628, 0.0001581, -0.0008220, 16.67, 489, 6, -477, 3
44030.75, 82.032290, 298.985853, 15.0682, 0.0000000, -0.0025237, 8.81, 272, 10, 0, 0
44031.00, 82.032780, 298.981372, 15.1787, 0.0005273, -0.0015905, 12.00, 574, 24, -82, 1
44031.00, 82.033301, 298.969326, 15.2150, 0.0000000, -0.0001713, 15.35, 316, 8, -277, 2
44031.00, 82.033821, 298.957280, 15.1859, 0.0003558, 0.0000000, 18.13, 496, 4, -471, 3
44031.00, 82.032561, 298.986457, 15.0473, 0.0001855, -0.0014673, 7.59, 288, 7, 0, 0
44031.25, 82.033036, 298.982408, 15.1498, 0.0002952, -0.0012703, 10.64, 562, 27, -75, 1
44031.25, 82.033562, 298.970370, 15.2436, 0.0031486, 0.0008660, 17.56, 321, 5, -270, 2
44031.25, 82.034089, 298.958332, 15.2028, 0.0000000, 0.0000000, 20.46, 503, 4, -465, 3
44031.25, 82.032832, 298.987069, 15.0584, 0.0009668, 0.0000000, 7.76, 289, 13, 0, 0
44031.50, 82.033288, 298.983499, 15.1507, 0.0008880, -0.0001465, 13.72, 557, 24, -68, 1
44031.50, 82.033820, 298.971484, 15.2686, -0.0005069, -0.0013389, 20.50, 310, 7, -262, 2
44031.50, 82.034352, 298.959468, 15.1920, -0.0004566, -0.0003795, 19.94, 507, 10, -457, 3
44031.50, 82.033102, 298.987689, 15.1321, 0.0013228, 0.0009770, 13.25, 308, 11, 0, 0
44031.75, 82.033539, 298.984606, 15.1859, 0.0008091, 0.0001430, 16.53, 566, 15, -60, 1
44031.75, 82.034076, 298.972622, 15.1895, 0.0002882, -0.0013597, 14.55, 292, 21, -254, 2
44031.75, 82.034613, 298.960639, 15.1384, 0.0003146, -0.0008236, 15.19, 504, 17, -449, 3
44031.75, 82.033372, 298.988317, 15.1650, -0.0001573, 0.0015046, 13.71, 326, 11, 0, 0
44032.00, 82.033787, 298.985766, 15.1922, 0.0021104, 0.0018312, 16.55, 551, 23, -52, 1
44032.00, 82.034330, 298.973854, 15.0941, -0.0024920, -0.0012482, 10.29, 290, 25, -245, 2
44032.00, 82.034872, 298.961941, 15.2295, 0.0029113, 0.0013250, 17.36, 518, 6, -438, 3
44032.00, 82.033642, 298.988951, 15.2438, 0.0050274, 0.0022066, 13.34, 322, 12, 0, 0
